Word	Bigram	Conc.M	Conc.SD	Unknown	Total	Percent_known	SUBTLEX
comfortingly	0	1.89	1.09	1	28	0.96	0
comfortless	0	1.31	0.71	0	29	1.00	2
comfortlessly	0	2.08	0.93	2	28	0.93	0
comfy	0	3.08	1.47	1	27	0.96	115
comic	0	4	1.25	0	28	1.00	552
comical	0	2.97	1.4	0	29	1.00	42
comically	0	2.52	1.33	0	29	1.00	7
comics	0	4.77	0.65	0	26	1.00	221
coming	0	2.07	1.19	0	29	1.00	26878
comingle	0	3.1	1.29	3	23	0.87	0
comma	0	4.65	0.57	0	23	1.00	50
command	0	2.48	1.24	0	29	1.00	2225
commandant	0	3.77	1.18	1	27	0.96	131
commandeer	0	3.7	1.35	1	28	0.96	28
commander	0	4.31	1	0	29	1.00	1887
commanding	0	2.31	1.14	0	29	1.00	352
commandingly	0	1.85	1.23	1	28	0.96	0
commandment	0	2.53	1.14	0	30	1.00	83
commando	0	3.9	1.29	0	29	1.00	54
commemorate	0	2.2	1.38	0	25	1.00	47
commemoration	0	2.6	1.44	2	27	0.93	5
commemorative	0	2.03	1.22	0	30	1.00	21
commemoratively	0	1.67	1.24	1	25	0.96	0
commemorator	0	3.61	1.31	1	29	0.97	0
commence	0	2.83	1.07	0	29	1.00	235
commencement	0	3.18	1.44	1	29	0.97	15
commencer	0	3.22	1.22	2	29	0.93	0
commend	0	2.14	1.22	0	29	1.00	91
commendable	0	2.21	1.23	0	28	1.00	44
commendably	0	2.07	1.27	1	28	0.96	1
commendation	0	2.44	1.53	1	28	0.96	46
commensurable	0	1.71	1.08	3	27	0.89	0
commensurate	0	2.04	1.26	4	27	0.85	8
comment	0	3.29	1.56	0	28	1.00	654
commentary	0	2.96	1.61	0	26	1.00	76
commentate	0	2.41	1.53	1	28	0.96	1
commentator	0	4.15	1.06	0	27	1.00	139
commenter	0	3.69	1.19	3	29	0.90	0
commerce	0	2.76	1.35	1	30	0.97	177
commercial	0	3.24	1.55	0	29	1.00	829
commercialism	0	2.07	1.27	1	29	0.97	9
commercialistic	0	2.22	1.28	3	26	0.88	0
commerciality	0	1.85	1.1	2	29	0.93	0
commercialization	0	2.07	1.28	0	29	1.00	4
commercialize	0	2.4	1.25	0	30	1.00	3
commercially	0	2.56	1.45	0	27	1.00	12
commiserate	0	1.9	1.14	1	30	0.97	9
commissary	0	3.58	1.64	1	25	0.96	29
commission	0	3.04	1.32	0	28	1.00	703
commissioner	0	3.64	1.55	0	25	1.00	624
commit	0	2.17	1.2	0	29	1.00	984
commitment	0	1.74	1.13	0	27	1.00	550
committable	0	1.81	0.94	1	27	0.96	2
committal	0	1.77	0.86	3	29	0.90	7
committee	0	4.14	0.99	0	29	1.00	1123
committeeman	0	4.15	1.22	4	30	0.87	0
committeewoman	0	4.33	1.06	0	30	1.00	2
commode	0	4.54	1.1	1	27	0.96	15
commodity	0	2.91	1.59	0	23	1.00	84
commodore	0	3.88	1.36	2	27	0.93	184
common	0	2.07	1.01	0	30	1.00	2275
commonality	0	1.74	1.12	1	32	0.97	6
commonalty	0	1.69	0.79	2	28	0.93	0
commoner	0	3.79	1.29	0	29	1.00	36
commonly	0	1.73	1.01	0	30	1.00	64
commonness	0	1.74	0.98	0	27	1.00	1
commonplace	0	2.2	1.19	2	27	0.93	40
commons	0	2.92	1.38	0	26	1.00	20
commonsense	0	1.87	1.25	0	30	1.00	3
commonwealth	0	3.38	1.35	0	29	1.00	340
commotion	0	2.71	1.38	0	28	1.00	106
communal	0	2.67	1.35	1	31	0.97	33
communalism	0	2.15	1.13	2	29	0.93	0
communalization	0	1.74	0.71	3	30	0.90	0
communally	0	1.88	1.03	2	28	0.93	2
commune	0	2.89	1.52	0	28	1.00	67
communicability	0	1.86	0.95	1	30	0.97	1
communicable	0	2.27	1.31	3	29	0.90	12
communicably	0	2.48	1.18	0	29	1.00	0
communicant	0	2.52	1.38	3	26	0.88	0
communicate	0	3.43	1.48	0	28	1.00	434
communicating	0	3.42	1.31	0	31	1.00	121
communication	0	2.9	1.54	0	29	1.00	528
communicational	0	2	1.1	2	28	0.93	1
communicative	0	2.41	1.35	0	29	1.00	6
communicatively	0	1.67	1	1	28	0.96	0
communicativeness	0	1.83	1.03	4	27	0.85	0
communicator	0	3.21	1.53	1	25	0.96	36
communicatory	0	1.89	1.22	2	29	0.93	0
communion	0	3.39	1.45	0	28	1.00	106
communism	0	1.86	1.3	0	29	1.00	107
communist	0	3.5	1.58	0	28	1.00	386
communistic	0	1.92	1.22	1	26	0.96	4
community	0	3.52	1.37	0	27	1.00	1486
communization	0	2.08	1.1	4	28	0.86	0
commutability	0	2.08	1.16	3	29	0.90	0
commutable	0	2.58	1.42	1	27	0.96	1
commute	0	3.79	1.18	0	29	1.00	45
commuter	0	3.03	1.27	0	29	1.00	30
commuting	0	3.07	1.41	0	27	1.00	21
compact	0	3.04	1.31	0	26	1.00	86
compacted	0	3.1	1.32	0	30	1.00	3
compacter	0	4.07	1.27	1	28	0.96	3
compactly	0	1.96	1.16	1	28	0.96	0
compactness	0	2.78	1.37	1	28	0.96	0
compactor	0	4.57	0.73	0	30	1.00	8
companion	0	3.75	1.29	0	28	1.00	323
companionability	0	1.7	0.7	3	26	0.88	0
companionable	0	2.17	1.2	4	28	0.86	4
companionably	0	2.08	1.47	3	27	0.89	0
companionless	0	2.65	1.52	1	27	0.96	0
companionship	0	2.45	1.27	0	29	1.00	96
company	0	4.11	1.15	0	27	1.00	7507
comparability	0	2.11	1.1	1	29	0.97	0
comparable	0	2.31	1.44	0	29	1.00	24
comparableness	0	1.54	0.86	4	30	0.87	0
comparably	0	1.9	1.08	0	29	1.00	0
comparative	0	1.74	1.02	0	27	1.00	41
comparatively	0	1.96	1.09	0	27	1.00	20
comparativeness	0	1.58	0.93	3	27	0.89	0
compare	0	2.52	1.25	0	27	1.00	426
comparison	0	2	1.05	1	29	0.97	187
compartment	0	3.57	1.4	0	28	1.00	304
compartmental	0	2.93	1.47	0	27	1.00	0
compartmentalization	0	2.39	1.23	1	29	0.97	2
compartmentalize	0	2.19	1.44	1	28	0.96	11
compartmentally	0	2.92	1.5	2	27	0.93	0
compass	0	4.66	0.94	0	29	1.00	207
compasses	0	4.35	1.06	2	28	0.93	6
compassion	0	1.89	1.01	0	27	1.00	319
compassionate	0	1.79	0.88	0	28	1.00	91
compassionately	0	1.5	0.84	0	28	1.00	3
compassionateness	0	1.65	1.06	4	30	0.87	0
compassionless	0	1.78	0.85	0	27	1.00	0
compatibility	0	1.94	1.11	0	32	1.00	23
compatible	0	2.31	1.2	0	29	1.00	120
compatibly	0	1.64	0.91	0	28	1.00	1
compatriot	0	3.24	1.36	2	27	0.93	4
compel	0	1.83	0.89	0	29	1.00	52
compelling	0	1.81	1.13	0	26	1.00	97
compellingly	0	1.42	0.72	1	32	0.97	3
compensate	0	2.65	1.38	2	28	0.93	124
compensating	0	2.66	1.4	0	29	1.00	18
compensation	0	3.25	1.42	1	25	0.96	109
compensational	0	1.59	0.82	1	30	0.97	0
compensative	0	2.19	1.08	2	29	0.93	0
compensator	0	2.93	1.62	0	30	1.00	3
compensatory	0	2.19	1.33	3	30	0.90	11
compete	0	2.57	1.07	0	30	1.00	432
competence	0	1.78	0.97	0	27	1.00	45
competency	0	1.81	0.94	1	27	0.96	12
competent	0	1.93	1.21	0	27	1.00	124
competently	0	2.22	1.45	1	28	0.96	2
competition	0	3.86	1.22	0	29	1.00	1066
competitive	0	1.89	1.05	0	27	1.00	214
competitively	0	2.55	1.06	0	29	1.00	4
competitiveness	0	2.14	1.24	0	28	1.00	7
competitor	0	3.23	1.36	0	30	1.00	70
compilation	0	2.81	1.39	1	27	0.96	14
compile	0	2.64	1.35	0	25	1.00	27
compiler	0	2.46	1.53	1	25	0.96	7
complacence	0	2.15	0.99	2	29	0.93	0
complacency	0	1.59	0.84	3	30	0.90	14
complacent	0	2.17	1.28	0	29	1.00	22
complacently	0	1.63	0.84	2	29	0.93	1
complain	0	2.6	1.4	0	30	1.00	640
complainer	0	2.81	1.47	1	28	0.96	5
complainingly	0	1.73	1.08	1	27	0.96	0
complaint	0	2.69	1.37	0	29	1.00	518
complement	0	2	1.12	0	28	1.00	39
complementary	0	2.64	1.47	0	28	1.00	13
complete	0	2.7	1.39	0	30	1.00	2636
completely	0	2.18	1.09	0	28	1.00	4303
completeness	0	2.2	1.3	0	30	1.00	7
completer	0	2.78	1.51	4	27	0.85	0
completion	0	2.33	1.24	0	27	1.00	79
complex	0	1.96	1.13	0	27	1.00	669
complexion	0	3.36	1.22	0	28	1.00	98
complexioned	0	2.71	1.55	4	28	0.86	0
complexity	0	1.87	1.25	0	30	1.00	41
complexness	0	1.64	0.76	2	27	0.93	0
compliable	0	2.22	1.09	2	29	0.93	0
compliance	0	1.96	1.22	0	27	1.00	50
compliancy	0	2	1.2	3	29	0.90	0
compliant	0	2.28	1.19	0	29	1.00	8
compliantly	0	2	0.94	0	28	1.00	0
complicate	0	1.65	0.69	0	26	1.00	75
complicated	0	2.21	0.99	0	28	1.00	1385
complicatedly	0	2.04	1.16	1	25	0.96	0
complicatedness	0	2	0.88	1	25	0.96	0
complication	0	1.86	1.08	0	28	1.00	71
complicit	0	2.46	1.43	1	29	0.97	18
complicity	0	1.7	1.03	1	28	0.96	21
complier	0	3.14	1.43	1	30	0.97	0
compliment	0	2.82	1.36	0	28	1.00	523
complimentarily	0	2.12	1.15	1	25	0.96	0
complimentary	0	2.37	1.13	0	30	1.00	96
comply	0	2.19	1.11	1	28	0.96	118
component	0	3.04	1.37	0	27	1.00	81
compose	0	2.83	1.13	0	24	1.00	80
composed	0	2.57	1.1	0	28	1.00	97
composer	0	4.37	0.93	0	27	1.00	127
composite	0	3.29	1.49	0	28	1.00	64
compositely	0	2.17	1.27	4	28	0.86	0
composition	0	3.1	1.59	0	29	1.00	124
compositional	0	2.04	1.22	1	28	0.96	1
compositionally	0	1.96	1.19	4	27	0.85	0
compost	0	4.46	1.17	1	29	0.97	28
composure	0	2.43	1.5	0	28	1.00	15
compound	0	3.03	1.43	0	29	1.00	361
compoundable	0	1.96	1.14	3	28	0.89	0
compounder	0	3.32	1.47	2	30	0.93	1
compounding	0	1.92	1.23	0	26	1.00	4
comprehend	0	1.86	0.97	0	28	1.00	94
comprehendible	0	1.92	1.2	0	26	1.00	0
comprehendingly	0	1.76	0.97	4	29	0.86	0
comprehensibility	0	1.67	1.18	0	30	1.00	0
comprehensible	0	1.82	1.06	0	28	1.00	10
comprehensibleness	0	1.91	1.2	4	27	0.85	0
comprehensibly	0	1.64	0.91	3	28	0.89	0
comprehension	0	1.78	0.85	0	27	1.00	55
comprehensive	0	1.82	1.02	0	28	1.00	58
comprehensively	0	2	1.39	1	28	0.96	0
comprehensiveness	0	1.71	0.97	0	31	1.00	1
compress	0	3.97	1.09	0	29	1.00	31
compressed	0	2.89	1.29	0	28	1.00	46
compressibility	0	2.18	1.31	2	30	0.93	0
compressible	0	2.54	1.39	2	28	0.93	0
compression	0	3.07	1.44	0	28	1.00	63
compressive	0	2.28	1.25	2	31	0.94	0
compressively	0	1.96	1	4	30	0.87	0
compressor	0	4.39	0.96	0	28	1.00	25
comprise	0	1.89	1.19	2	29	0.93	9
comprised	0	2.28	1.16	0	29	1.00	24
compromise	0	1.8	1.19	0	30	1.00	358
compromiser	0	2.78	1.42	1	28	0.96	1
compromising	0	1.83	0.89	0	29	1.00	75
compromisingly	0	1.44	0.64	0	27	1.00	0
compulsion	0	1.79	1.26	0	28	1.00	63
compulsive	0	1.93	1.14	0	27	1.00	98
compulsively	0	2.18	1.36	0	28	1.00	8
compulsiveness	0	1.79	1.08	0	29	1.00	1
compulsivity	0	1.96	0.82	2	28	0.93	0
compulsorily	0	2.15	1.22	2	28	0.93	0
compulsory	0	1.96	1.24	1	26	0.96	37
computability	0	2.19	1.24	0	27	1.00	0
computable	0	2.04	1.17	0	28	1.00	0
computably	0	2.3	1.22	4	27	0.85	0
computation	0	2.92	1.32	1	27	0.96	4
computational	0	1.59	0.85	4	26	0.85	1
compute	0	2.39	1.37	0	28	1.00	36
computer	0	4.93	0.26	0	28	1.00	3011
computerization	0	2.18	1.33	1	29	0.97	1
computerize	0	2.39	1.29	1	29	0.97	1
computerized	0	3.08	1.47	0	25	1.00	35
computing	0	3.25	1.53	0	28	1.00	22
comrade	0	3.69	1.34	0	29	1.00	436
comradeship	0	2.2	1.13	0	30	1.00	8
con	0	2.5	1.58	0	28	1.00	644
concave	0	3.53	1.41	0	30	1.00	9
concavely	0	2.78	1.28	3	26	0.88	0
concaveness	0	3.38	1.38	3	27	0.89	0
conceal	0	3.19	1.57	0	27	1.00	129
concealable	0	2.04	1.37	0	26	1.00	1
concealed	0	2.43	1.07	0	30	1.00	116
concealment	0	2.52	1.18	0	29	1.00	26
concede	0	1.96	1.06	0	27	1.00	53
conceded	0	2.22	1.37	0	27	1.00	9
conceit	0	2.1	1.16	0	30	1.00	24
conceited	0	1.62	1.17	0	26	1.00	94
conceitedly	0	1.72	0.92	2	31	0.94	0
conceitedness	0	2.04	1.15	1	27	0.96	0
conceivability	0	1.78	1.19	0	27	1.00	0
conceivable	0	1.69	0.81	0	29	1.00	61
conceivableness	0	1.92	1.18	3	27	0.89	0
conceivably	0	1.75	1.11	2	30	0.93	29
conceive	0	2.04	1.2	0	28	1.00	117
conceiver	0	2.46	1.33	3	29	0.90	0
concentrate	0	2.48	1.48	0	29	1.00	798
concentrated	0	2.38	1.21	0	29	1.00	99
concentration	0	2.1	1.08	0	31	1.00	282
concentrative	0	1.96	1.19	2	29	0.93	0
concentric	0	2.58	1.47	3	29	0.90	14
concentricity	0	2.04	1.18	4	30	0.87	0
concept	0	1.41	0.64	0	27	1.00	553
conception	0	2.24	1.46	0	29	1.00	106
conceptual	0	1.26	0.59	2	29	0.93	12
conceptualism	0	1.91	1.15	4	26	0.85	0
conceptualist	0	2.18	1.44	4	26	0.85	0
conceptualistic	0	1.18	0.5	4	26	0.85	0
conceptuality	0	1.74	0.86	2	29	0.93	0
conceptualization	0	1.64	0.83	0	28	1.00	0
conceptualize	0	1.85	1.22	1	27	0.96	3
conceptually	0	1.37	0.63	0	27	1.00	6
concern	0	1.7	1.02	0	30	1.00	1332
concerned	0	1.86	1.08	0	28	1.00	2261
concernedly	0	2	1.06	2	28	0.93	0
concernedness	0	2.04	1.23	1	29	0.97	0
concerning	0	1.55	0.91	0	29	1.00	250
concert	0	4.35	0.8	0	26	1.00	895
concerted	0	2.17	1.09	0	30	1.00	3
concertedly	0	2.35	1.23	4	27	0.85	0
concertmaster	0	3.61	1.2	3	26	0.88	0
concerto	0	3.75	0.89	2	30	0.93	48
concession	0	2.71	1.58	0	28	1.00	69
concessional	0	2.17	1.13	4	28	0.86	0
concessionary	0	2.15	1.29	3	29	0.90	1
concessioner	0	3.7	1.27	2	29	0.93	0
conch	0	4.52	1.19	1	28	0.96	20
concierge	0	3.89	1.4	2	30	0.93	73
conciliation	0	1.96	0.75	2	26	0.92	4
conciliatory	0	2.33	1.14	3	30	0.90	3
concise	0	1.88	1.21	0	26	1.00	22
concisely	0	1.79	1.08	0	29	1.00	3
conciseness	0	1.6	0.87	1	26	0.96	0
conclave	0	2.96	1.43	4	29	0.86	2
conclude	0	1.78	1.01	0	27	1.00	127
concluder	0	2.92	1.32	4	28	0.86	0
concluding	0	2.21	1.29	0	29	1.00	15
conclusion	0	2.11	1.1	0	28	1.00	465
conclusive	0	1.52	1.09	0	31	1.00	61
conclusively	0	1.9	1.18	1	30	0.97	19
conclusiveness	0	1.74	0.76	0	27	1.00	0
concoct	0	2.4	1.12	2	27	0.93	14
concoction	0	3.5	1.31	0	30	1.00	20
concord	0	2.76	1.48	4	29	0.86	26
concordance	0	1.58	0.83	3	27	0.89	1
concourse	0	3.96	1.46	4	28	0.86	34
concrete	0	4.59	1.05	0	27	1.00	379
concretely	0	2.04	1	1	27	0.96	1
concreteness	0	2.24	1.2	2	27	0.93	0
concubine	0	3.36	1.25	1	26	0.96	64
concur	0	2.08	0.91	0	25	1.00	61
concurrence	0	2.08	1.35	3	27	0.89	2
concurrency	0	1.9	1.12	0	30	1.00	0
concurrent	0	2.19	1.27	1	27	0.96	11
concurrently	0	1.6	0.89	0	30	1.00	7
concurring	0	2.3	1.32	0	27	1.00	0
concussion	0	3.19	1.47	0	27	1.00	229
condemn	0	1.96	1.28	1	27	0.96	121
condemnable	0	1.69	1.01	1	27	0.96	0
condemnation	0	2.04	1.23	0	28	1.00	24
condemned	0	2.27	1.17	0	30	1.00	232
condemner	0	2.4	1.19	3	28	0.89	0
condemning	0	2.04	1.14	2	27	0.93	46
condemningly	0	1.54	0.72	3	27	0.89	0
condensability	0	2.27	1.25	4	30	0.87	0
condensable	0	2.32	1.31	1	29	0.97	0
condensate	0	3	1.38	4	27	0.85	0
condensates	0	3.38	1.5	4	28	0.86	1
condensation	0	4.24	1.06	0	29	1.00	17
condense	0	3.26	1.4	0	27	1.00	14
condensed	0	2.93	1.49	0	29	1.00	20
condenser	0	3.96	1.28	1	27	0.96	7
condescend	0	1.5	0.64	1	29	0.97	16
condescendence	0	1.48	0.75	2	29	0.93	0
condescending	0	2.19	1.13	0	26	1.00	66
condescendingly	0	2	0.98	0	30	1.00	2
condescension	0	2.3	1.32	1	28	0.96	9
condiment	0	4.72	0.59	0	29	1.00	8
condition	0	2.15	1.23	0	27	1.00	1936
conditional	0	2.04	1.32	0	28	1.00	16
conditionality	0	1.44	0.71	2	27	0.93	0
conditionally	0	1.79	0.99	0	28	1.00	0
conditioned	0	2.2	1.19	0	30	1.00	76
conditioner	0	4.21	1.05	0	29	1.00	110
conditioning	0	2.25	0.89	0	28	1.00	196
condo	0	4.76	0.69	0	29	1.00	215
condolence	0	2.19	1.08	1	28	0.96	17
condom	0	4.87	0.43	0	30	1.00	263
condominium	0	4.35	1.02	2	28	0.93	17
condonable	0	1.57	0.99	2	25	0.92	0
condone	0	1.79	0.73	0	29	1.00	59
condor	0	4.46	1.17	4	30	0.87	60
conducive	0	2.61	1.13	0	28	1.00	23
conduciveness	0	2.03	1.18	0	29	1.00	0
conduct	0	2.08	1.2	0	26	1.00	566
conductibility	0	2.19	1.08	2	29	0.93	0
conduction	0	2.65	1.32	2	28	0.93	6
conductive	0	2.63	1.15	1	28	0.96	13
conductively	0	1.78	1.22	3	30	0.90	0
conductivity	0	2.67	1.21	0	27	1.00	3
conductor	0	4.26	0.9	0	27	1.00	155
conductorship	0	2.76	1.33	4	29	0.86	0
conduit	0	3.58	1.24	1	27	0.96	53
cone	0	4.86	0.59	0	28	1.00	149
coned	0	3	1.39	3	29	0.90	1
cones	0	4.57	0.88	0	28	1.00	61
confection	0	3.84	1.49	1	26	0.96	9
confectionary	0	3.33	1.59	2	29	0.93	16
confectioner	0	4.08	1.23	3	29	0.90	2
confectionery	0	3.75	1.53	1	29	0.97	2
confederacy	0	2.79	1.63	0	29	1.00	25
confederate	0	3.27	1.28	0	30	1.00	95
confederation	0	2.86	1.46	1	30	0.97	14
confer	0	2.35	1.15	4	27	0.85	66
conference	0	3.86	1.27	0	29	1.00	1296
conferencing	0	2.8	1.29	0	25	1.00	8
confess	0	2.57	1.48	0	28	1.00	808
confessable	0	1.48	0.73	2	25	0.92	0
confessing	0	2.52	1.12	1	28	0.96	74
confession	0	2.4	1.33	0	30	1.00	841
confessional	0	2.77	1.48	1	27	0.96	66
confessionary	0	2.75	1.51	4	28	0.86	0
confessor	0	3.04	1.56	1	28	0.96	12
confetti	0	4.93	0.26	0	29	1.00	46
confidant	0	3.03	1.5	0	29	1.00	31
confide	0	1.81	0.83	1	28	0.96	97
confidence	0	2.17	1.12	0	30	1.00	993
confident	0	2.62	1.45	0	29	1.00	543
confidential	0	2.08	1.29	0	26	1.00	342
confidentiality	0	2.47	1.57	0	30	1.00	95
confidentially	0	1.9	1.26	0	29	1.00	55
confidentialness	0	2.15	1.2	2	29	0.93	0
confidently	0	2.11	1.23	0	28	1.00	12
confider	0	2.81	1.33	2	29	0.93	0
confiding	0	2.07	1.13	1	30	0.97	11
configuration	0	2.54	1.45	0	26	1.00	48
configurative	0	1.88	1.2	4	29	0.86	0
configure	0	2.4	1.32	0	25	1.00	9
confinable	0	2.33	1.33	2	29	0.93	0
confine	0	3.07	1.05	0	30	1.00	50
confined	0	3.14	1.22	0	29	1.00	151
confinement	0	3.61	1.34	1	29	0.97	40
confining	0	2.79	1.35	0	29	1.00	18
confirm	0	2.15	1.17	0	27	1.00	736
confirmable	0	1.78	1.09	0	23	1.00	0
confirmation	0	2.39	1.2	0	28	1.00	280
confirmative	0	1.71	0.91	4	28	0.86	0
confirmatively	0	1.96	1.12	3	27	0.89	0
confirmatory	0	2.08	1.2	2	28	0.93	0
confirmed	0	1.96	1.02	0	27	1.00	689
confirmedly	0	1.8	0.91	3	28	0.89	0
confirmer	0	2.65	1.3	3	26	0.88	0
confirming	0	2.61	1.47	0	28	1.00	82
confiscate	0	3.13	1.38	0	30	1.00	50
confiscation	0	2.9	1.47	2	32	0.94	2
confiscator	0	3.41	1.38	0	29	1.00	0
conflict	0	2.21	1.2	0	28	1.00	444
conflicting	0	2	1.11	0	30	1.00	37
conflictingly	0	2	0.91	0	25	1.00	0
confliction	0	1.88	1.24	4	29	0.86	0
conflictive	0	2.04	0.95	1	25	0.96	0
confluence	0	2.22	1.48	4	27	0.85	10
conform	0	1.83	1.12	0	30	1.00	44
conformability	0	2.15	1.35	2	28	0.93	0
conformable	0	2.21	1.22	4	28	0.86	3
conformant	0	2	1.41	3	28	0.89	0
conformation	0	2.04	1.16	2	26	0.92	5
conformational	0	1.9	1.26	3	24	0.88	1
conformer	0	2.16	1.14	1	26	0.96	0
conformism	0	1.93	1.02	1	29	0.97	1
conformist	0	1.93	1.04	0	27	1.00	6
conformity	0	1.79	1.18	0	29	1.00	19
confound	0	2.22	1.4	0	27	1.00	59
confounded	0	1.81	1.17	1	27	0.96	54
confounding	0	1.54	0.86	0	26	1.00	8
confront	0	2.43	1.36	0	30	1.00	218
confrontation	0	2.53	1.31	0	30	1.00	98
confrontational	0	2.36	1.45	0	28	1.00	14
confronter	0	3.07	1.3	0	27	1.00	0
confusability	0	1.58	0.97	3	27	0.89	0
confusable	0	1.72	1.1	0	29	1.00	0
confuse	0	2.04	1.26	0	28	1.00	243
confused	0	2.33	1.17	0	24	1.00	1653
confusedly	0	1.67	1.04	1	28	0.96	0
confusedness	0	2.35	1.13	4	30	0.87	0
confuser	0	1.69	0.93	3	29	0.90	1
confusing	0	1.84	0.9	0	25	1.00	502
confusingly	0	2.07	1.14	0	27	1.00	0
confusion	0	2.24	1.41	0	29	1.00	363
congeal	0	3.77	1.27	4	30	0.87	5
congealment	0	2.82	1.19	2	30	0.93	0
congenial	0	2.04	1.23	1	29	0.97	11
congeniality	0	2	1.24	0	27	1.00	25
congenially	0	1.82	0.94	1	29	0.97	0
congenital	0	2.32	1.38	2	27	0.93	28
congest	0	2.58	1.1	2	28	0.93	1
congested	0	3.24	1.27	0	25	1.00	18
congestible	0	2.24	1.27	3	28	0.89	0
congestion	0	3.61	1.27	1	24	0.96	24
congestive	0	2.7	1.3	1	28	0.96	14
conglomerate	0	2.52	1.4	2	29	0.93	39
conglomeration	0	2.52	1.56	4	29	0.86	5
congrats	0	2.12	1.45	1	27	0.96	91
congratulate	0	3.04	1.37	0	28	1.00	358
congratulation	0	2.27	1.23	0	30	1.00	25
congratulations	0	2.44	1.4	0	27	1.00	3616
congratulator	0	3.43	1.38	0	23	1.00	0
congratulatory	0	2.26	1.35	0	27	1.00	5
congregate	0	2.66	1.37	1	30	0.97	18
congregation	0	4.15	1.1	0	27	1.00	117
congregational	0	2.5	1.33	0	30	1.00	0
congregationalism	0	2	1.38	4	27	0.85	0
congress	0	3.9	1.35	0	30	1.00	419
congressional	0	2.22	1.25	0	27	1.00	105
congressionalist	0	3.35	1.5	4	27	0.85	0
congressionally	0	2.03	1.15	0	29	1.00	0
congressman	0	4.58	1.03	0	26	1.00	325
congresswoman	0	4.48	0.7	0	27	1.00	16
congruence	0	2.04	0.96	1	27	0.96	0
congruent	0	2.74	1.32	2	25	0.92	9
congruently	0	1.79	1.32	1	25	0.96	0
congruity	0	1.68	0.99	3	25	0.88	1
congruously	0	1.75	1.15	3	27	0.89	0
conical	0	3.24	1.45	2	27	0.93	7
conically	0	2.44	1.26	3	28	0.89	0
conifer	0	4.12	1.34	4	30	0.87	0
coniferous	0	3.26	1.6	2	25	0.92	0
conjecturable	0	1.65	1.03	3	26	0.88	0
conjectural	0	1.44	0.71	4	29	0.86	1
conjecture	0	1.75	1.14	2	30	0.93	42
conjoin	0	3.07	1.39	1	29	0.97	0
conjoined	0	3.59	1.21	0	29	1.00	12
conjoiner	0	2.36	1.36	4	26	0.85	0
conjugal	0	2.32	1.31	0	28	1.00	40
conjugate	0	2	1.31	2	25	0.92	10
conjugated	0	2.93	1.59	3	30	0.90	2
conjugational	0	1.91	1.02	3	25	0.88	0
conjunction	0	2.15	1.35	0	26	1.00	66
conjunctive	0	1.58	0.95	3	29	0.90	0
conjunctively	0	1.68	0.98	2	30	0.93	0
conjunctivitis	0	3.75	1.27	0	28	1.00	6
conjuncture	0	1.82	1.19	4	32	0.88	0
conjure	0	2.3	1.1	0	27	1.00	64
conjurer	0	2.83	1.24	3	27	0.89	5
conjuror	0	3	1.26	2	28	0.93	1
conman	0	3.46	1.17	3	29	0.90	4
connect	0	2.88	1.3	0	24	1.00	492
connectable	0	2.5	1.39	0	26	1.00	0
connected	0	2.68	1.44	0	28	1.00	881
connectedly	0	1.62	0.77	2	26	0.92	0
connectedness	0	1.85	1.26	1	27	0.96	2
connectible	0	3.07	1.16	0	29	1.00	1
connection	0	3	1.39	0	28	1.00	1386
connectional	0	2.17	1.11	2	25	0.92	0
connective	0	2.26	1.13	0	27	1.00	2
connectively	0	2.17	1.1	0	29	1.00	0
connectivity	0	2.33	1.33	0	27	1.00	6
connector	0	4.18	1.12	0	28	1.00	8
connoisseur	0	2.7	1.51	1	28	0.96	31
connotation	0	2.07	1.07	0	27	1.00	14
connotative	0	1.7	1.14	3	30	0.90	0
conquer	0	2.9	1.52	0	29	1.00	254
conquerable	0	2.33	1.21	0	27	1.00	0
conquerer	0	3.32	1.47	0	28	1.00	1
conquering	0	2.86	1.27	0	29	1.00	54
conqueror	0	3.54	1.5	0	28	1.00	57
conquest	0	2.54	1.2	0	28	1.00	96
conquistador	0	4.34	0.97	0	29	1.00	7
conscience	0	1.96	1.1	1	26	0.96	709
conscienceless	0	1.64	0.99	1	26	0.96	0
conscientious	0	1.88	0.99	1	25	0.96	62
conscientiously	0	1.56	1.05	1	28	0.96	4
conscientiousness	0	1.69	1.01	3	29	0.90	1
conscionable	0	1.57	1.08	3	24	0.88	0
conscionably	0	1.48	0.96	3	28	0.89	0
conscious	0	2.03	1.43	0	32	1.00	347
consciously	0	2.07	1.2	0	30	1.00	56
consciousness	0	2.32	1.35	0	31	1.00	413
conscription	0	2.16	1.11	4	29	0.86	9
consecrate	0	1.77	0.99	0	26	1.00	8
consecrated	0	2.07	1.27	2	29	0.93	30
consecration	0	2.07	1.39	0	30	1.00	2
consecutive	0	2.48	1.33	0	29	1.00	83
consecutively	0	2.78	1.55	0	27	1.00	8
consecutiveness	0	1.93	1.19	0	29	1.00	0
consecutives	0	2.4	1.32	1	26	0.96	0
consensual	0	2.62	1.42	0	29	1.00	37
consensually	0	1.88	0.9	1	25	0.96	1
consensus	0	2.32	1.25	0	28	1.00	83
consent	0	2.08	1.16	0	26	1.00	379
consenter	0	2.33	1.27	4	28	0.86	0
consenting	0	1.72	1.02	0	25	1.00	24
consentingly	0	1.48	0.75	2	29	0.93	0
